pair_id,complex_document_id,simple_document_id,domain,corpus,simple_url,complex_url,simple_level,complex_level,simple_location_html,complex_location_html,simple_location_txt,complex_location_txt,alignment_location,simple_author,complex_author,simple_title,complex_title,license,last_access,language_level_original,license_summary,original,simplification
219,219-1,219-0,,bible_workin_progress,https://offene-bibel.de/wiki/Jona_2_in_Leichter_Sprache,https://offene-bibel.de/wiki/Jona_2,A1,C2,data/bible_verified/html/simple_2.html,data/bible_verified/html/complex_2.html,data/bible_verified/txt/simple_2.txt,data/bible_verified/txt/complex_2.txt,, Offene Bibel e.V. - offene-bibel.de, Offene Bibel e.V. - offene-bibel.de,Jona 2 in Leichter Sprache – Die Offene Bibel,Jona 2 – Die Offene Bibel,CC BY-SA 3.0,2022-08-26,,CC BY-SA 3.0,Und Jona verbrachte drei Tage und drei Nächte im Bauch des Fisches.,"Jona ist 3 Tage und 3 Nächte im Bauch von dem Fisch. Jona ruft zu Gott aus dem Bauch von dem Fisch. Ich war in Not. Ich habe Gott gerufen. Gott antwortet mir. Ich habe aus der Unterwelt gerufen. Ich schrie: Hilfe! Du, Gott, du hörst meine Stimme. Du hast mich geworfen mitten in das Meer. Ich war eingeschlossen von Wasser·fluten. Alle großen und kleinen Wellen rollten über mich drüber. Ich dachte: Ich bin ausgeschlossen. Gott sieht mich nicht. Trotzdem: Ich werde deinen °Tempel° wieder sehen. Das Wasser bedrohte das Leben von mir. Das Meer bedrängte mich. Algen haben sich um meinen Kopf gewickelt. Ich war ganz unten. Ich war am Ende. Aber du hast mir geholfen. Du hast mich herauf·geholt. JHWH, mein Gott! Ich dachte an Gott, als meine Seele ohne Hoffnung war. Denn ich war im Bauch gefangen. Mein Gebet kam zu dir. Du, Gott, ich finde dich im Tempel. Manche Menschen beten zu sinnlosen Dingen. Diese Menschen werden nicht gerettet. Aber ich, ich danke dir, Gott, ich danke dir laut. Ich verspreche dir was und ich halte das Versprechen. Du bist die Rettung, JHWH! Da: Gott spricht mit dem Fisch. Da: Der Fisch spuckt Jona auf das trockene Land. Wer hat diesen Text gemacht? Offene Bibel e. V. hat diesen Text gemacht. Unter der Leitung von Inga Schiffler wurde der Text geprüft. Inga Schiffler hat beim Prüfen Fragen gestellt und den Text verbessert. März 2021"
171,171-1,171-0,,bible_workin_progress,https://offene-bibel.de/wiki/Genesis_18_in_Leichter_Sprache,https://offene-bibel.de/wiki/Genesis_18,A1,C2,data/bible_awaiting_proof/html/simple_20.html,data/bible_awaiting_proof/html/complex_20.html,data/bible_awaiting_proof/txt/simple_20.txt,data/bible_awaiting_proof/txt/complex_20.txt,, Offene Bibel e.V. - offene-bibel.de, Offene Bibel e.V. - offene-bibel.de,Genesis 18 in Leichter Sprache – Die Offene Bibel,Genesis 18 – Die Offene Bibel,CC BY-SA 3.0,2022-08-26,,CC BY-SA 3.0,"Da, im Zelt. {Und er sagte: { Und Sara hörte am Eingang des Zeltes zu, das hinter ihm war. {Und Abraham und Sara waren alt, fortgeschritten in ihren Tagen; ein Leben wie das der Frauen hatte es für Sara nicht gegeben. Da lachte Sara in ihrem Inneren, indem sie dachte: Nachdem ich alt geworden bin, soll mir Lust werden? Und mein Herr ist ja auch alt! Da sagte JHWH zu Abraham: Warum hat Sara denn gelacht, indem sie sagte: Werde ich denn wirklich noch gebären, obwohl ich alt bin? Kann etwas unmöglich sein für JHWH? Zur bestimmten Zeit werde ich zu dir zurückkehren im nächsten Jahr, dann wird Sara einen Sohn haben. Da leugnete Sara, indem sie sagte: Ich habe nicht gelacht. Sie hatte nämlich Angst. {Und er sagte: Doch, du hast gelacht. Und die Männer erhoben sich von dort und schauten hinaus gen Sodom; Abraham ging aber mit ihnen um sie zu entlassen. Und JHWH war es, der sagte: Bin ich einer, der vor Abraham verheimlicht, was ich zu tun gedenke?",Abraham saß am Eingang von seinem Zelt.
171,171-1,171-0,,bible_workin_progress,https://offene-bibel.de/wiki/Genesis_18_in_Leichter_Sprache,https://offene-bibel.de/wiki/Genesis_18,A1,C2,data/bible_awaiting_proof/html/simple_20.html,data/bible_awaiting_proof/html/complex_20.html,data/bible_awaiting_proof/txt/simple_20.txt,data/bible_awaiting_proof/txt/complex_20.txt,, Offene Bibel e.V. - offene-bibel.de, Offene Bibel e.V. - offene-bibel.de,Genesis 18 in Leichter Sprache – Die Offene Bibel,Genesis 18 – Die Offene Bibel,CC BY-SA 3.0,2022-08-26,,CC BY-SA 3.0,Da kam Abraham näher und fragte: Wirst du etwa den Gerechten mitsamt dem Ungerechten dahinraffen?,Da kam Gott zu Abraham.
171,171-1,171-0,,bible_workin_progress,https://offene-bibel.de/wiki/Genesis_18_in_Leichter_Sprache,https://offene-bibel.de/wiki/Genesis_18,A1,C2,data/bible_awaiting_proof/html/simple_20.html,data/bible_awaiting_proof/html/complex_20.html,data/bible_awaiting_proof/txt/simple_20.txt,data/bible_awaiting_proof/txt/complex_20.txt,, Offene Bibel e.V. - offene-bibel.de, Offene Bibel e.V. - offene-bibel.de,Genesis 18 in Leichter Sprache – Die Offene Bibel,Genesis 18 – Die Offene Bibel,CC BY-SA 3.0,2022-08-26,,CC BY-SA 3.0,Dann wird {wie der Gerechte wie der Ungerechte sein;,Dann hat Sara einen Sohn.
171,171-1,171-0,,bible_workin_progress,https://offene-bibel.de/wiki/Genesis_18_in_Leichter_Sprache,https://offene-bibel.de/wiki/Genesis_18,A1,C2,data/bible_awaiting_proof/html/simple_20.html,data/bible_awaiting_proof/html/complex_20.html,data/bible_awaiting_proof/txt/simple_20.txt,data/bible_awaiting_proof/txt/complex_20.txt,, Offene Bibel e.V. - offene-bibel.de, Offene Bibel e.V. - offene-bibel.de,Genesis 18 in Leichter Sprache – Die Offene Bibel,Genesis 18 – Die Offene Bibel,CC BY-SA 3.0,2022-08-26,,CC BY-SA 3.0,Da sagte Abraham:,Da sagte Gott zu Abraham:
171,171-1,171-0,,bible_workin_progress,https://offene-bibel.de/wiki/Genesis_18_in_Leichter_Sprache,https://offene-bibel.de/wiki/Genesis_18,A1,C2,data/bible_awaiting_proof/html/simple_20.html,data/bible_awaiting_proof/html/complex_20.html,data/bible_awaiting_proof/txt/simple_20.txt,data/bible_awaiting_proof/txt/complex_20.txt,, Offene Bibel e.V. - offene-bibel.de, Offene Bibel e.V. - offene-bibel.de,Genesis 18 in Leichter Sprache – Die Offene Bibel,Genesis 18 – Die Offene Bibel,CC BY-SA 3.0,2022-08-26,,CC BY-SA 3.0,"Da sagte Abraham: Sieh doch, ich habe begonnen zum Herrn zu reden.",Da sagte Gott zu Abraham:
171,171-1,171-0,,bible_workin_progress,https://offene-bibel.de/wiki/Genesis_18_in_Leichter_Sprache,https://offene-bibel.de/wiki/Genesis_18,A1,C2,data/bible_awaiting_proof/html/simple_20.html,data/bible_awaiting_proof/html/complex_20.html,data/bible_awaiting_proof/txt/simple_20.txt,data/bible_awaiting_proof/txt/complex_20.txt,, Offene Bibel e.V. - offene-bibel.de, Offene Bibel e.V. - offene-bibel.de,Genesis 18 in Leichter Sprache – Die Offene Bibel,Genesis 18 – Die Offene Bibel,CC BY-SA 3.0,2022-08-26,,CC BY-SA 3.0,Da sagte Abraham:,Da sagte Gott zu Abraham:
171,171-1,171-0,,bible_workin_progress,https://offene-bibel.de/wiki/Genesis_18_in_Leichter_Sprache,https://offene-bibel.de/wiki/Genesis_18,A1,C2,data/bible_awaiting_proof/html/simple_20.html,data/bible_awaiting_proof/html/complex_20.html,data/bible_awaiting_proof/txt/simple_20.txt,data/bible_awaiting_proof/txt/complex_20.txt,, Offene Bibel e.V. - offene-bibel.de, Offene Bibel e.V. - offene-bibel.de,Genesis 18 in Leichter Sprache – Die Offene Bibel,Genesis 18 – Die Offene Bibel,CC BY-SA 3.0,2022-08-26,,CC BY-SA 3.0,Da sagte Abraham:,Sara sagte eine Lüge: Ich habe nicht gelacht. Doch. Es ist wahr: Du hast gelacht.
238,238-1,238-0,,bible_workin_progress,https://offene-bibel.de/wiki/Lukas_16_in_Leichter_Sprache,https://offene-bibel.de/wiki/Lukas_16,A1,C2,data/bible_workin_progress/html/simple_87.html,data/bible_workin_progress/html/complex_87.html,data/bible_workin_progress/txt/simple_87.txt,data/bible_workin_progress/txt/complex_87.txt,, Offene Bibel e.V. - offene-bibel.de, Offene Bibel e.V. - offene-bibel.de,Lukas 16 in Leichter Sprache – Die Offene Bibel,Lukas 16 – Die Offene Bibel,CC BY-SA 3.0,2022-08-26,,CC BY-SA 3.0,Jesus sprach zu seinen Jüngern:,Jesus sagt zu den Jüngern:
238,238-1,238-0,,bible_workin_progress,https://offene-bibel.de/wiki/Lukas_16_in_Leichter_Sprache,https://offene-bibel.de/wiki/Lukas_16,A1,C2,data/bible_workin_progress/html/simple_87.html,data/bible_workin_progress/html/complex_87.html,data/bible_workin_progress/txt/simple_87.txt,data/bible_workin_progress/txt/complex_87.txt,, Offene Bibel e.V. - offene-bibel.de, Offene Bibel e.V. - offene-bibel.de,Lukas 16 in Leichter Sprache – Die Offene Bibel,Lukas 16 – Die Offene Bibel,CC BY-SA 3.0,2022-08-26,,CC BY-SA 3.0,"Es war ein reicher Mann, der hatte einen Manager.",Ein reicher Mann hat einen Verwalter.
